Transaction Hash,Date,From,To,Value,DOT_USD,Symbol,Acquainted?
0xd461abe7355a120e06332598e5bfa1a3ce5cc158c8c5fdc1cd74fb30e0ee2da7,2023-12-20 00:00:00,Public Goods,Translators,-285.0,-285.0,USDC,1
0x268e6299a5f02e98ee8f42ed60c8fb51e82c216200cfd058755dbdf972327c15,2024-01-08 00:00:00,Public Goods,Translators,-350.0,-350.0,USDC,1
0x448abd2d9244239700d3948e89bfbfe5b0d35918ac9c58f73eda10f216dbad4f,2024-01-19 00:00:00,Public Goods,Large Grants,-5000.0,-5000.0,USDC,1
0x448abd2d9244239700d3948e89bfbfe5b0d35918ac9c58f73eda10f216dbad4f,2024-01-19 00:00:00,Public Goods,Large Grants,-5000.0,-5000.0,USDC,1
0xc9457410df0e85d8efda44f4b0a5e5da6248cc5736c7d5e45a99f26015d64fe0,2024-01-31 00:00:00,Public Goods,Translators,-1000.622387,-1000.622387,USDC,1
0x7dae6a2dc00adf02dee06eff0879dff5d0036546ab58b6850b75404d879df413,2024-02-02 00:00:00,Public Goods,Large Grants,-17500.0,-17500.0,USDC,1
0x100faaa9bdc14908570eaa638e488d756fe8f9b24c802acde62e0966da3b6df6,2024-02-02 00:00:00,Public Goods,Large Grants,-30000.0,-30000.0,USDC,1
0x19678e21ce01cf8ccbaa4c4c5d8c2d9b06cc320fc9189a3854ac489fe6b4f094,2024-02-22 00:00:00,Public Goods,Steward Compensation,-4000.0,-4000.0,USDC,1
0xdc175bccc0709f414ef842008336911dfb1be6427eb51ef15ba4266056a3448e,2024-02-22 00:00:00,Public Goods,Hackatons ,-10000.0,-10000.0,USDC,1
0xf36d881806444f464a2b648183d8530e3455636cd1294206e307c6829ec8385f,2024-03-27 00:00:00,Public Goods,Steward Compensation,-2000.0,-2000.0,USDC,1
0xf36d881806444f464a2b648183d8530e3455636cd1294206e307c6829ec8385f,2024-03-27 00:00:00,Public Goods,Steward Compensation,-5000.0,-5000.0,USDC,1
0x7896725b462d74bd7e00de4524b1c7f369258554196f09a816ffdb4c14bc0548,2024-04-13 00:00:00,DAO Wallet,Public Goods,450300.0,0.0,USDC,1
0x7896725b462d74bd7e00de4524b1c7f369258554196f09a816ffdb4c14bc0548,2024-04-13 14:15:59,DAO Wallet,Public Goods,21.5,0.0,ETH,1
