Transaction Hash,Date,From,To,Value,DOT_USD,Symbol,Acquainted?
0x6629454d3365f2f6717dce07ab79a423c544a842436cba5c9f846227e40424df,2023-10-17 00:00:00,Ecosystem,Fellowship,-99.0,-99.0,USDC,1
0xb07500c4d7dcfce1924db68324f103dccd7be6273ad4fabc87dc0e0e8910e5ad,2023-10-20 00:00:00,Ecosystem,Fellowship,-59900.0,-59900.0,USDC,1
0x6639b944a5e0aff23fbc5da37201dddd6ddb28b500ac67cd525234e8430e58a0,2023-10-26 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x21385ecdb68b8537cdda132020c4aef0a85afe4aab6783d1c58684907b7d5031,2023-10-26 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-0.7,-1454.964,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-3.0,-6235.5599999999995,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-0.7,-1454.964,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-0.7,-1454.964,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-0.7,-1454.964,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-5.0,-10392.6,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-0.7,-1454.964,ETH,1
