Transaction Hash,Date,From,To,Value,DOT_USD,Symbol,Acquainted?
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29 00:00:00,Metagov,Steward Compensation,-1600.0,-1600.0,USDC,1
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29 00:00:00,Metagov,Steward Compensation,-6500.0,-6500.0,USDC,1
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29 00:00:00,Metagov,Steward Compensation,-4300.0,-4300.0,USDC,1
0x3b7da98862025c392d687ec67db18ba49d18473b5f6902c6a8280d58f69be357,2023-05-29 00:00:00,Metagov,Steward Compensation,-6667.0,-6667.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-1600.0,-1600.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-5500.0,-5500.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-1500.0,-1500.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-1500.0,-1500.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-6667.0,-6667.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-4300.0,-4300.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-6500.0,-6500.0,USDC,1
0x09125a2c4480206a35ad9978fc5a8be72f0a080227b4dfda03e6a11283607c70,2023-06-29 00:00:00,Metagov,Steward Compensation,-1600.0,-1600.0,USDC,1
0x08abae2b6f0f9c6500059cf11a40d869e755119d571357e49682202f631101f1,2023-07-10 12:50:11,Metagov,Delegate Gas Refund,-5.35,-10061.691499999999,ETH,1
0x08abae2b6f0f9c6500059cf11a40d869e755119d571357e49682202f631101f1,2023-07-10 12:50:11,Delegate Gas Refund,Metagov,0.001767332331312,3.3238042421751652,ETH,1
0x7a7f4a20f12b88cfeae5bc508329987ea7f25e9e19ec54e94f27ae28e4ae30d1,2023-07-10 12:51:35,Metagov,Delegate Gas Refund,-1.55,-2915.0695,ETH,1
0x7a7f4a20f12b88cfeae5bc508329987ea7f25e9e19ec54e94f27ae28e4ae30d1,2023-07-10 12:51:35,Delegate Gas Refund,Metagov,0.0169900811200901,31.953075661742254,ETH,1
0x28b31efeb4887d67c501e64099e7e8b8c315063b4c732bb52360ceaabe87518e,2023-07-12 15:35:35,Metagov,Delegate Gas Refund,-1.925,-3603.3305,ETH,1
0x28b31efeb4887d67c501e64099e7e8b8c315063b4c732bb52360ceaabe87518e,2023-07-12 15:35:35,Delegate Gas Refund,Metagov,0.0049707539905514,9.304555564753544,ETH,1
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14 00:00:00,Metagov,$ENS Distribution,-850.0,-8270.22,ENS,1
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14 00:00:00,Metagov,$ENS Distribution,-1750.0,-17026.93,ENS,1
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14 00:00:00,Metagov,$ENS Distribution,-500.0,-4864.84,ENS,1
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14 00:00:00,Metagov,$ENS Distribution,-1500.0,-14594.51,ENS,1
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14 00:00:00,Metagov,$ENS Distribution,-100.0,-972.97,ENS,1
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14 00:00:00,Metagov,$ENS Distribution,-500.0,-4864.84,ENS,1
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14 00:00:00,Metagov,$ENS Distribution,-1000.0,-9729.68,ENS,1
0xded3748ca5c221570e41ead6c72c5b4e62c75aac56d5686199f64aaf664ad5d7,2023-07-25 00:00:00,Metagov,CoW,-100.0,-185290.0,ETH,1
0xded3748ca5c221570e41ead6c72c5b4e62c75aac56d5686199f64aaf664ad5d7,2023-07-25 00:00:00,CoW,Metagov,185545.094186,185545.094186,USDC,1
0xac7f079a786133fe4e126961a90eea8ceeab68f66ea7758c4814d6efe708266e,2023-07-25 14:33:59,DAO Tooling,Metagov,60.0,111451.2,ETH,1
0x8e23c6d590c06b187fd4e877284c59daf929c91043af877628bdcd81a5806150,2023-07-25 14:46:11,Metagov,WETH Contract,-100.0,-185752.0,ETH,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-3000.0,-3000.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-5500.0,-5500.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-4300.0,-4300.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-2000.0,-2000.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-2000.0,-2000.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-3000.0,-3000.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-4000.0,-4000.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-6500.0,-6500.0,USDC,1
0xf889a9f9bca5c6f04088119a10f5d3dc0248773a61f6d4b8c02d5695641ba17b,2023-07-31 00:00:00,Metagov,Steward Compensation,-3500.0,-3500.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-3500.0,-3500.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-5500.0,-5500.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-4300.0,-4300.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-2000.0,-2000.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-3000.0,-3000.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-2000.0,-2000.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-6500.0,-6500.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-4000.0,-4000.0,USDC,1
0x8fc200b1ceb63d9cb5c2e5040b0fbe104671e29eb84fec38c4305b1c9679a431,2023-08-31 00:00:00,Metagov,Steward Compensation,-3000.0,-3000.0,USDC,1
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30 00:00:00,Metagov,Steward Compensation,-2000.0,-2000.0,USDC,1
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30 00:00:00,Metagov,Steward Compensation,-3000.0,-3000.0,USDC,1
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30 00:00:00,Metagov,Steward Compensation,-6500.0,-6500.0,USDC,1
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30 00:00:00,Metagov,Steward Compensation,-3500.0,-3500.0,USDC,1
